Time,Estimation_0,Estimation_1,Estimation_2,Estimation_3,Estimation_4,Estimation_5,Estimation_6,Estimation_7,Estimation_8,Estimation_9,Estimation_10,Estimation_11,Estimation_12,Estimation_13,Estimation_14,Estimation_15,Estimation_16,Estimation_17,Estimation_18,Estimation_19,Estimation_20,Estimation_21,Estimation_22,Estimation_23,Estimation_24,Estimation_25,Estimation_26,Estimation_27,Estimation_28,Estimation_29,Estimation_30,Estimation_31,Estimation_32,Estimation_33,Estimation_34,Estimation_35,Estimation_36,Estimation_37,Estimation_38,Estimation_39,Estimation_40,Estimation_41,Estimation_42,Estimation_43,Estimation_44,Estimation_45,Estimation_46,Estimation_47,Estimation_48,Estimation_49
166,49208.664760791304,48762.7432564,48559.111374243475,48424.458144426084,49232.37059176522,48729.860428886954,48749.51148613043,48990.735841869566,49193.34218553913,48576.928683956525,49294.093180156524,49073.04803015652,48643.54949106087,48932.260404695655,48298.14585411304,49586.02956395652,48318.399039547825,48905.245772356524,48415.2852776,49637.634240130436,48644.4421366,48787.25592347826,49116.05655713913,49416.05878001739,49039.1391884087,48865.32318064348,49129.28040672174,48412.75972621739,48727.43440946087,48233.983010608696,48692.40300365217,48362.089349591304,48799.30647827826,48451.43874106087,48282.561364930436,48858.279058713044,49026.660958808694,48728.59035666956,49042.250969826084,48440.02086678261,48475.74293602609,48520.65132778261,48608.66791455652,48640.09980906087,48647.66464715652,48535.81343929565,48940.930448991305,49507.01276682609,48762.61827086956,49334.666783008695
167,55908.89936624348,56438.47459226087,56002.93262933043,56266.55740493913,56085.34226926087,55643.6670058087,56710.76890874783,56844.41784407826,56288.91287126957,55629.82395266957,56563.69372974783,55964.73676630435,56533.47267887826,56558.43368161739,57112.34073438261,56394.675590208695,56352.7674048,55311.00723457391,56595.67307984348,55758.07644598261,56881.85309102609,55915.72958415652,56941.81871163478,55570.6512366087,57511.34313791304,56191.790447034786,57212.65448343478,55538.49487875652,56671.35497003478,57028.21260531304,56011.10302414783,56342.687696260866,56862.02597605217,56099.99223306087,56372.07769356522,55873.67195656522,56740.49597649565,56176.86751486087,56994.733634513046,56052.77561793913,56087.59288794782,57134.60602257391,56438.882399886956,56494.0239090087,56132.23413213913,55842.72987692174,56670.900314052175,56235.08132629565,56699.74125772174,56191.47345115652
168,65292.518789121736,66238.16331756522,65361.12495887826,64526.090964295654,65615.6564030087,65688.55197463479,65232.10814005217,65086.63628115652,66157.59247603478,66414.58802932173,65050.63274544348,64942.11129679131,65503.95764828696,63911.59684945217,64644.00672849565,64838.568914573916,64955.10410650435,65433.227901191305,65035.30154026087,64618.56847237391,65893.33984666957,63866.47980348696,64949.31954878261,64575.10358737391,64336.007365269565,65466.49825851304,65245.14233702609,65588.06540813044,65086.38707353913,66178.30358126956,64886.77326579131,64617.456768547825,65185.325353243476,65246.139997052174,66412.0307922174,64917.4918618,65241.80137713043,64550.93222513913,65242.303509373916,65416.46171470435,66094.981643,65947.4245846,64837.16771986087,65147.961589426086,64327.83217783478,65806.90551192174,65238.25438529565,65251.73274645217,64659.08591525217,64921.11434181739
169,75581.7926916087,76264.5565764174,76017.43053034783,74920.8805557913,76027.64012313043,75086.16624768695,75628.10311266956,74630.47235840869,76146.92090123479,74741.89138269566,75385.02454908696,75691.43463079131,74958.35801105217,74708.1509742087,76001.90396306087,75954.37053729565,76517.94178202609,75200.6775691826,75008.80928393913,74654.8393669826,75395.18717923478,75064.20502442609,75848.88028370435,75999.33564184347,74901.26955633913,75177.38847246957,73992.87393429565,76113.78744028695,75295.41916925217,75123.5051969826,75006.37613284348,76025.87250626956,75360.86228275653,75373.71827403478,75847.98390262609,75850.69055750435,74375.64102171305,76234.93279256522,74132.95933673914,75706.68968409565,75162.95299997392,75918.55890111304,75587.67901967827,74643.9546072087,75169.40328752174,76617.88037089565,76272.72575710434,75940.71509578261,75970.74821408695,74895.76329372174
170,87740.13443225218,87090.43287318261,86034.29697047826,87931.56358142609,86239.15548473912,88299.50985166956,87016.6231336174,86854.83979068695,87334.31240333043,87156.36838892174,86280.06403757392,88467.18143408696,88569.70564845217,86446.33522366086,86327.78974076522,88268.34584815652,87131.39465242608,87754.11728131304,87818.33245191304,87000.27593790434,87227.8813911913,86518.56545832174,85449.71907253044,86020.35660496521,87939.04570702609,88359.80831556521,87643.01217918261,88307.11975365218,86539.91280292174,87194.70014455653,86643.5488537826,87819.62172492174,87590.66247911305,87727.30599893043,86171.05824813043,85672.35737773044,87038.24057542608,87398.48435154783,86974.95546365218,86523.06599406956,86913.35090926087,86917.52597746087,87719.1901994174,87249.4378681826,87493.54402171304,86670.80031694783,87316.54843472174,87059.1145321826,86647.85049757392,85807.56515126956
171,99074.82032573044,100092.68569642608,99514.7082442087,101183.2443431913,100544.0454976174,99952.13628225218,100476.02494084348,100650.30435306957,101791.24169174783,99712.07337791304,101232.9490572174,101621.95516004348,100903.63439087826,100230.17304509565,100262.66096984348,101900.2889390174,100430.64607413043,101495.88153153913,99867.01081826087,100035.78704312175,101709.99147852174,101157.85269856521,100798.11572024348,101170.14728821738,101982.32881686956,102622.66091368695,99853.65261770434,100243.98409633043,101779.36341445218,102128.96382813912,100467.94381602609,102485.60293006957,100486.55586112174,101737.71604798261,99939.2605743913,101080.9173003913,99092.9103200087,100650.30766504348,100961.42777633044,101011.79469254783,101423.1183542174,101337.30432191305,100772.96880444347,101303.4235872,101069.95446829565,100536.33688604347,100062.94770942608,101722.76514864348,100963.10803513044,101802.54591847827
172,116995.3021393826,116734.12598294782,116407.95260783478,117656.9207958174,118485.09758606087,118709.21941365217,118803.51520863478,115515.98489535652,117344.31169304348,116385.73879323478,115396.1574809913,116096.97291129566,117317.47912122609,116207.75290767827,118200.72355389566,115073.21956667826,118694.54580792174,118267.65771361739,118738.49802287827,117352.62484009565,117001.61541274782,118150.18819088695,116303.64822104348,117572.07177193044,118336.18248902609,115834.07022346088,115071.68825595653,117645.38791969566,116536.43270906087,116277.47569141739,116732.74637350434,116992.83472494782,117876.6912105826,117434.58065309565,116798.48049685218,116644.69648068695,117917.82148096521,115912.68934944348,116414.46946601738,116036.4739908,115664.21566742609,116639.17059247826,117002.44697766956,115456.83655431305,116727.03919513914,116442.45486424348,115358.1818993913,118225.82494066087,118260.91694230435,117463.38457163479
173,134573.81098626088,133592.63692426088,136822.60059226086,135764.52172808695,135071.03240269565,134773.774134,134894.56680069564,134728.2064835652,133550.58728808694,134719.3978107826,136703.4456749565,133722.78423208697,134131.2297386087,134393.11810608697,135901.44959773912,135845.45477617392,135425.27650095653,136319.7038872174,136361.56404652173,133666.77823,136698.77664095652,133440.85939069567,133754.04941565217,135806.39196034783,133853.67754782608,131985.09119191303,136923.33389956522,134308.53944008696,136065.74105573914,133467.28616052173,134875.71844026088,133098.80712243478,135299.10248782608,134461.06074713042,133246.6854258261,138436.74717547826,134829.72057434783,134594.49439434783,136367.36848895653,133838.44165573912,136776.12838930436,135557.490576,135674.99598113043,135080.24386043477,135779.86906791304,135039.75826626088,134737.06114591303,135261.60576965217,135095.30906026086,136503.4040658261
174,158728.72548652173,156483.99937373912,156402.56878469564,158147.478724,156749.54444347825,156161.5965283478,154911.79732669564,157757.74475234782,156154.80132930435,156100.832976,156836.2237006087,156272.24682173913,156341.48211347827,154130.71982365218,156868.80594634783,157007.71775130436,156325.18309486957,155441.2228638261,155639.2523401739,159097.36729921738,153842.0645493913,155807.5670841739,154757.29518826088,156732.3425047826,156382.71362913045,156820.2714146087,156675.52072452175,157018.6837752174,158019.29110408697,156101.6836801739,156191.9211772174,156826.60537686956,156385.05345547825,155692.44234504347,157405.64007252175,154906.37947826087,155793.81415869566,156990.58205747826,155218.2283113913,155026.49260391304,156393.173448,155230.2952938261,156129.81559156522,158313.74575304348,158038.921826,157920.84358104347,154663.5076647826,155835.10082817392,156635.1470826087,155905.37379582608
175,181451.85869573912,182475.81762069566,184265.21304495653,181537.31746173912,182342.6829038261,180510.7039652174,178942.06654426086,182283.56196521738,183257.61839478262,180645.94726530433,181561.97595113044,183329.46990947827,182287.66611765217,180024.04390504348,182223.88704165217,181065.6342112174,181255.1030172174,180333.87048173914,180869.19160982608,180570.42730982607,181109.87057017392,179503.4481695652,181639.32869086956,180402.064614,180594.0874372174,180935.26038686957,182343.37257782609,179850.34466252173,176713.24226704348,182024.74995043478,180483.23104321738,179625.05991130436,182583.736856,182140.3489932174,183250.07009565216,180095.42071765216,180662.26398956522,180507.9797206087,181027.3087013913,179597.24901034782,182605.31932547825,181519.3906846087,180149.806584,184163.23166391306,179597.92931973914,179380.71894843478,181307.10077652175,180473.3725532174,182009.91678008696,178844.31170173912
176,212303.39048086957,210884.51106252175,208537.20940565216,212326.2914553913,208672.78936765218,208855.67453765217,210136.6936584348,211202.0841212174,211389.14588373914,209102.2916786087,207527.57539573914,207674.91990286956,207668.25436486956,208710.73855565218,211062.70618965218,214502.3461744348,206890.17992426088,209167.11930626087,211355.54595017392,210635.02067086956,208453.41966591304,208061.9353527826,209742.7379093913,207734.811498,208463.32577817392,209493.29122913044,209874.4611447826,206663.39383165218,211279.93357069566,206820.95242504348,208859.7813921739,209297.6522026087,210003.95525895653,210861.91680947825,212779.81753965217,211804.2125978261,209054.07636904347,211185.81960843477,210958.95636913044,210667.914788,210779.0731153913,207151.939404,207952.7129673913,210083.00290469566,208724.45577791304,209272.1063370435,208434.0706581739,209652.02823252173,208195.22296713042,209666.84940434783
177,244120.74510930435,241800.59071739131,239393.93159234783,243230.12147478262,240804.41326008696,239713.98030304347,241383.63268391305,242143.57004608697,239586.63896930436,242457.0724815652,242217.6969761739,242897.79683721738,241301.20256573914,242002.77906791304,239594.2942392174,241271.23499426086,242224.98550469565,244477.10262173912,244539.88259652173,240342.39498547825,240113.55901069564,243397.24251295652,242512.83096417392,242313.90904973913,241984.8516718261,244574.66226504347,243425.13579365218,243851.0693266087,244883.81056965218,240182.71830591303,241427.62423486955,242618.05962104347,241989.53204765217,242786.8568501739,246431.1185427826,243232.78270208696,245980.40852191305,242717.6673513913,242553.49946017392,240334.57513721738,242900.8741892174,241138.25193669565,241558.35596652175,240525.66768165218,241559.35657234784,242700.0690093913,244474.71299243477,241389.07871356522,238858.26312365217,239599.1678335652
178,281486.00577782607,280040.7895618261,278217.80250530434,276294.93867765216,278327.3653923478,278860.3506963478,280301.78498139133,283240.7926511304,280922.5486570435,278529.5649230435,279328.8639162609,276823.3110646087,276003.63323652174,282193.2001606087,275791.1088386956,276163.2191836522,278099.2202174783,282031.15563886956,283096.06274252175,283743.2468107826,282566.5060233913,279614.4670213913,279096.20876686956,282746.8791624348,284327.9380812174,279467.0713556522,278967.9181226087,279131.6605462609,279648.4893613043,276654.76559730433,278363.24947773915,278366.9882766087,279885.41387452174,277625.48145486956,282598.8572481739,277305.51335,276723.9154424348,277620.5968692174,278834.22632330435,279916.1472486087,280232.47119208693,280566.21060060867,279748.884734087,279375.6893995652,276810.0236273913,281038.97658408695,279082.4191655652,281300.14564608695,278799.89476947824,284637.9031131304
179,322653.7260704348,326734.62624278263,323777.0717486956,323029.9701696522,322939.7559738261,322169.52202252176,325294.81113608694,321040.2566194783,319040.4865446087,319655.180192,325412.4889727826,326433.64092904347,321326.72676130437,320863.6454433043,320003.8999990435,320469.69016008696,321565.05622408696,324986.8899726087,319345.72427252174,319411.8690134783,321696.4924317391,324148.1606876522,323798.1902433913,325593.2522704348,324725.56242956524,323792.2672884348,316249.93886608694,323443.27295565215,327639.85571808694,323195.09616634785,323572.05703826086,325896.2126195652,325317.99841504346,321844.5617890435,320510.4069772174,319461.91966095654,321707.6871313913,318832.6903305217,323482.17603130435,318241.5366301739,318645.91790556523,319690.60688965215,323803.43771800003,320415.8975767826,323356.3162104348,328958.9151381739,323027.93456695654,322189.78447191307,322238.3098704348,322173.596789913
180,369680.2840686957,370819.6957071304,372624.39528226084,368083.6536381739,374036.0459851304,373739.3258695652,379396.29143599997,378421.8300114783,375604.0081190435,375744.2194801739,375733.29500286956,369544.02533130435,370839.13139991305,370191.70061791304,372471.85655330436,372844.9437826087,371912.3408948696,371650.82715878263,372213.19243347825,373879.08013643476,373453.72061226086,368316.8816517391,374493.02644530433,374702.84525382606,371561.1780632174,367627.88127017394,372795.43969973916,369728.83966991305,373360.3419344348,367753.6418887826,367636.86981452175,375361.3683136522,366834.34171373915,371740.76729652175,373263.75367486954,370059.51005591307,376309.1970151304,378637.55080930435,372083.6439008696,372078.5926118261,370060.36112017394,374172.41975686955,371278.132917913,371467.5544326087,374944.1077981739,376748.09881391306,369300.12261434784,373947.8191926087,373102.79381634784,375175.485252
181,432500.92613695655,428058.46614208695,437360.0871755652,430452.37983069563,434444.32457191305,427938.2843909565,429602.0558418261,431428.05869347823,435058.07372930436,433354.81214191305,430292.29372530436,431857.9068533913,435267.16318130435,430324.1425512174,427818.8944153913,433119.49617947824,428169.239376,428841.8013870435,433019.1749306957,431058.16400930437,427692.78477513045,431496.02134886954,431056.65422791307,431497.8580806087,433602.2807351304,434409.046636,430418.0092311304,433039.0399933913,432826.5754486087,432822.4818,434468.75098713045,430544.3490706087,424653.195867913,429869.0344381739,429366.9276089565,432696.8687056522,434496.1771975652,432736.67783165217,428969.700972087,429550.20899947826,430506.7502121739,431935.5124998261,429670.5656283478,424065.22884765215,437624.36998130433,432862.5201373913,431257.7758604348,431358.1088413043,426681.7035204348,434386.22599817393
182,496991.81803513045,503018.10915391304,503556.18592469563,494070.69410539133,499309.84202208696,494870.55281669565,500642.969324,501607.1484424348,499554.0147993913,500778.8065755652,501821.7381961739,498922.56186695653,508607.04531643476,499605.00080547825,493536.0244570435,501022.7299701739,496362.8109086087,497434.3292747826,499244.3039873913,490163.15877365216,498901.0366578261,497443.8570817391,496521.23936652177,497238.1233707826,502151.1546133913,493085.1321869565,501118.8234338261,508405.42487860867,504653.3459075652,497652.6018770435,503934.4562252174,493991.77821852174,502683.06510217395,497787.29556973913,507165.0855786087,493706.71568591305,500364.5370718261,498551.50232078263,500914.1995710435,497622.9177807826,494213.111234087,503565.8877008696,501897.39619,502051.1285549565,491663.32357226085,497982.1560633913,499447.4516335652,492795.3918045217,503202.1577758261,495918.2416385217
183,575974.384302,585445.079010087,575976.4307499131,575718.7727871304,575612.249093826,581714.7819862609,576522.1200286957,579824.8083714782,578493.510729826,574231.555594,573788.5023827826,583389.3683307826,576762.2431149565,576452.8158084347,575574.6792873044,583637.8468208696,577322.3593547826,576639.7583886087,574385.2609967826,584154.652536,573300.2907721739,580701.6360758261,578904.3252433044,570733.4742081739,588299.7417932174,579756.3076683478,576201.4495823479,579204.4378545218,584288.9337595652,578651.8103028695,582420.9107168695,581047.90335,579340.2492928696,581610.5846822609,572482.987432087,578125.1884493043,577450.979288087,581337.871840174,575821.1680950435,583095.8135214782,581082.6295384348,579755.6125182608,582766.6877237391,574037.3389527826,574102.1074255652,577439.3492607826,586092.8505750435,575308.1278057392,573190.6159685217,578349.2371357392
184,668513.8515850435,669616.2059733043,669305.1489863478,668112.9950833913,669922.413981826,667197.5191673914,669195.8261975652,672313.4773866087,674825.8404477391,675316.8200963478,671689.2531953913,669000.9816654782,672493.3058097392,676360.1272632173,670868.7705849565,664756.0428963478,675652.8750283478,670431.6923339131,674362.0768632174,673693.7352116522,665732.6986372174,675051.3870856522,671016.5409784347,669721.3846539131,670582.4756069565,671722.9088448696,662269.718098174,673214.4665292174,672854.4738562609,663002.938526,676050.5014306087,666105.6471517391,668642.2241112174,671368.6342030435,672328.9311486087,670667.562484,668378.5502097391,671527.2873756522,670927.7124283478,676320.0018793043,671232.1243547826,672142.8912920869,666300.1171445218,668822.6304706957,663325.2002761739,675819.5032790435,678005.2700709566,676151.7381482609,668339.9438950435,672955.7958404348
185,777116.4032291304,788013.837097913,775711.4989929565,772515.9090321739,778796.2157998261,780853.9186428696,778296.9568578261,773738.5225830434,777937.5524196522,777704.9166556522,774894.5694928695,780055.911328087,773102.1100671304,777239.3308790434,775124.3637652174,778920.652529913,771344.8347679131,774246.6636222609,782506.6365773043,779211.8997573043,770775.8762633913,782302.1013773913,775985.1006202609,777573.4127066087,780890.8055971304,788098.9896546087,788425.2238769565,776136.2818792174,779442.0448597391,777967.3523484347,765980.2086308695,776531.6039045218,780025.3959348695,779610.6595864348,777290.7656206087,774324.4440312174,788087.5494820869,786759.1886366087,771582.0427430435,778554.4456764348,781119.2406482609,768212.1435110435,785464.3618092174,777357.0264548695,781107.138886087,783121.746373826,788574.073584087,778721.0892817391,778134.0440993913,786126.6892129565
186,901596.9487677391,900318.7788763478,908753.9852533044,903338.0303354783,903659.1573215652,903260.2042858261,906414.5555734782,900907.0421802609,902971.4714666087,904983.0600062609,908882.8604266957,903443.6005888695,905862.7615417391,908837.5953184348,907083.122655826,898447.5918168696,900514.5528538261,899781.0649546956,906489.427036,904422.668234087,907879.9742966087,905809.7794892174,897071.0876425217,901091.7918864348,913042.7442678261,898973.303992,909260.0779486956,903043.4884910434,900360.0095541739,907888.9537046957,908870.9012993043,910025.7356421739,903342.4700341739,911290.9461767826,902140.2498572174,908736.2501608696,907285.1519102609,908811.9201679131,900878.6981798261,905321.4933446957,901404.5038166087,908376.9418036522,907977.5140503478,903062.2670411305,897489.647828087,902507.7473329565,905203.0947534783,898978.0153475652,909273.2338561739,895386.5304594783
187,1045902.0314129565,1048107.4791378261,1052373.9219129565,1045204.5784717391,1066297.528607913,1048352.4684427826,1044338.8440282609,1051617.7375424348,1048986.6492997392,1053652.5462850435,1046405.9143302608,1049025.3345464347,1045406.6978443478,1044412.5920762608,1057320.0214986086,1051084.9567872174,1045755.1593114783,1049766.3624166087,1050135.3860727826,1050870.3130229565,1044787.6076034782,1052610.6856787826,1055438.4415385218,1054049.0034308697,1048057.0938626087,1053266.5535491304,1051017.921807652,1049425.526005739,1047571.5918873043,1049300.280490174,1056754.3984693044,1046814.809237913,1053303.0247727826,1049614.1257733044,1045044.2383016521,1053932.6959006956,1042264.6002801739,1049696.1182385217,1055005.2928571305,1058852.4785676522,1046215.9271176521,1058990.2613274783,1052209.5498766087,1046053.7418951305,1059077.3896574783,1051512.5279591305,1052368.941189913,1049773.0489235653,1044546.2848214783,1036710.7807967826
188,1216131.7467382608,1215575.7367173913,1216673.738187826,1222749.6707486957,1225138.2955243478,1226484.4703286956,1211407.0061652174,1224318.6196791304,1213174.7569495651,1216582.765066087,1231227.7728295652,1216207.3241608695,1217687.354727826,1218780.96474,1224312.1241730435,1220574.5790043478,1216577.3203956522,1217981.4916591304,1219940.5276773914,1214861.712064348,1217656.727989565,1215459.0276156522,1212656.8004582608,1216571.4806008695,1227210.2836339131,1216039.565273913,1216716.021367826,1217171.4117452174,1220742.9054086956,1220381.9062443478,1212445.9692391304,1223243.6146869566,1211626.0273791305,1215049.0337513043,1201551.6520443477,1214110.0020791304,1214773.7470913043,1221243.7627652173,1223353.45954,1211971.42748,1217245.9469443478,1215533.8275973913,1212515.7614947825,1221252.6068704347,1226698.4021843479,1212059.366915652,1214355.1717947826,1226625.5801886956,1220969.643093913,1213123.3160182608
189,1417777.9354643477,1404568.9562547826,1409743.0184104347,1418122.1188356522,1409275.7102652173,1419045.4585730436,1415744.2253113044,1402216.464555652,1411099.5525434783,1420596.0398069564,1401422.3615791304,1404755.9424704348,1420372.7777843478,1424129.1778382608,1413880.9450226086,1399550.91046,1410907.337286087,1418543.007147826,1415647.4495739131,1411375.9940704347,1421153.5105469564,1414573.0142121739,1414108.0785704348,1408919.4732173914,1419139.6655486957,1416374.4248191305,1425006.1722826087,1415872.4956721738,1430039.3633530436,1416802.0241991305,1422329.294526087,1420941.8273226088,1413336.5821347826,1423077.0442426086,1422243.695326087,1418283.8941008695,1412144.177813913,1415751.3168504348,1416234.1766713043,1417895.8053226087,1428409.0261930434,1407052.3503026087,1416623.3367669566,1413491.8115034783,1404672.9208617392,1412093.8314286957,1403584.623201739,1417287.4050391305,1405882.9079060869,1420468.59556
190,1639819.8666347826,1632029.441481739,1642390.0684513045,1621697.472752174,1631735.235546087,1640484.7011869566,1632401.0344382608,1628307.7270295653,1626208.5381956522,1634457.4790826086,1632813.5142417392,1637235.3862417392,1638651.7110808697,1640576.8351895653,1633079.6031704347,1649108.344838261,1634062.159433913,1641418.6693165218,1642767.5470521739,1636458.5671295652,1630319.366006087,1636993.0620295652,1630229.3062295653,1634321.8583773912,1628012.077586087,1626922.433858261,1628585.0022426087,1637653.7438565218,1641869.0584643479,1633350.7165391305,1655565.6542339132,1639924.4321173914,1638083.3130295651,1635118.5314939131,1628157.9807834784,1635106.8826973913,1641859.7927747825,1638977.0576347825,1619967.1994130434,1637945.716552174,1631837.8178130435,1636390.6042113043,1628345.7138808696,1631885.7167730434,1628348.0596773913,1635296.0295791305,1631498.7390226086,1634059.8329678262,1644380.2060113044,1639007.9860913043
191,1945801.090075652,1946052.5282869565,1948922.8390869566,1955423.4616469566,1949439.929415652,1947089.7047373913,1936412.7467026087,1941939.0300486956,1948299.1724434784,1953352.8180191305,1955359.3829434782,1954045.2656434784,1949888.610498261,1937996.4161408695,1957614.7926904347,1943844.6545295652,1966297.5649086956,1945130.9539365217,1945469.0526773913,1949309.712184348,1954990.7210426086,1948303.8026486957,1943752.8095373914,1954235.1451643477,1947997.0431043478,1947156.0339965217,1946429.89482,1941705.0792252175,1956877.04382,1947466.520253913,1945286.8480156523,1949805.059946087,1951385.6254452174,1942871.1307147825,1955942.7998513044,1966237.7262973913,1936160.2331356523,1947891.6223495652,1962021.2125347827,1944908.1776165217,1950295.3772269564,1949101.0626530435,1939903.7983886956,1945998.8486191304,1941162.485753913,1945123.6683104348,1938401.41468,1946992.595338261,1946503.1262078262,1953702.875501739
